sequence,case_id,title,activity,created_at,updated_at,actor
2425,269,Determination of The Most Difficult Course in The Mathematics Study Program Using the Analytical Hierarchy Process Methods,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-21 11:55:28,2022-09-21 11:55:28,Administrator
2426,269,Determination of The Most Difficult Course in The Mathematics Study Program Using the Analytical Hierarchy Process Methods,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-21 11:55:28,2022-09-21 11:55:28,Administrator
2427,278,The Implementations of Distance Vertex Irregular Labeling of Double Circle Graph on Combinations of Vigenere and Hill Cipher Cryptography,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-21 11:56:20,2022-09-21 11:56:20,Administrator
2428,278,The Implementations of Distance Vertex Irregular Labeling of Double Circle Graph on Combinations of Vigenere and Hill Cipher Cryptography,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-21 11:56:20,2022-09-21 11:56:20,Administrator
2429,278,The Implementations of Distance Vertex Irregular Labeling of Double Circle Graph on Combinations of Vigenere and Hill Cipher Cryptography,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-21 11:56:20,2022-09-21 11:56:20,Administrator
2430,243,"Molecular Characterization Of The rbcL Gene Encoding The Protein RuBisCO, In Silico Analysis And Proximate Analysis In Potato (Solanum tuberosum L.) Exposed To Frost In The Dieng Mountains",Change Paper Category,2022-09-21 15:41:48,2022-09-21 15:41:48,Ratna.
2431,207,Data Mining Application for Clustering  Minimarket Sales Data Using K-Medoids,Change Paper Category,2022-09-21 15:44:56,2022-09-21 15:44:56,Ratna.
2432,281,Synthesis of tin oxide nanoparticles by pulse laser ablation method using Nd:YAG laser as antibacterial agent of Escherichia coli,Abstract was uploaded,2022-09-22 10:37:09,2022-09-22 10:37:09,Ali
2433,249,Gamification In E-Learning For Playgroup,Abstract Acceptance was Changed to <b>No</b>,2022-09-22 12:02:10,2022-09-22 12:02:10,Administrator
2434,249,Gamification In E-Learning For Playgroup,Abstract Progress 1 was Changed to <b>Rejected</b>,2022-09-22 12:02:10,2022-09-22 12:02:10,Administrator
2435,249,Gamification In E-Learning For Playgroup,Abstract Progress 2 was Changed to <b>Rejected</b>,2022-09-22 12:02:10,2022-09-22 12:02:10,Administrator
2436,200,Transfer Learning with VGG16 and InceptionV3 for Traffic Sign Classification,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 12:27:28,2022-09-22 12:27:28,Administrator
2437,200,Transfer Learning with VGG16 and InceptionV3 for Traffic Sign Classification,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 12:27:28,2022-09-22 12:27:28,Administrator
2438,200,Transfer Learning with VGG16 and InceptionV3 for Traffic Sign Classification,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 12:27:28,2022-09-22 12:27:28,Administrator
2439,207,Data Mining Application for Clustering  Minimarket Sales Data Using K-Medoids,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 12:28:13,2022-09-22 12:28:13,Administrator
2440,207,Data Mining Application for Clustering  Minimarket Sales Data Using K-Medoids,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 12:28:13,2022-09-22 12:28:13,Administrator
2441,207,Data Mining Application for Clustering  Minimarket Sales Data Using K-Medoids,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 12:28:13,2022-09-22 12:28:13,Administrator
2442,208,Implementation of K-Nearest Neighbor for Classification on Water Potabillity with Imputation and Deletion as Missing Data Handling Process,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 12:29:11,2022-09-22 12:29:11,Administrator
2443,208,Implementation of K-Nearest Neighbor for Classification on Water Potabillity with Imputation and Deletion as Missing Data Handling Process,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 12:29:11,2022-09-22 12:29:11,Administrator
2444,208,Implementation of K-Nearest Neighbor for Classification on Water Potabillity with Imputation and Deletion as Missing Data Handling Process,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 12:29:11,2022-09-22 12:29:11,Administrator
2445,233,Text Data Labeling Process for Semi-Supervised Learning Modeling,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 12:30:14,2022-09-22 12:30:14,Administrator
2446,233,Text Data Labeling Process for Semi-Supervised Learning Modeling,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 12:30:14,2022-09-22 12:30:14,Administrator
2447,233,Text Data Labeling Process for Semi-Supervised Learning Modeling,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 12:30:14,2022-09-22 12:30:14,Administrator
2448,242,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 12:31:11,2022-09-22 12:31:11,Administrator
2449,242,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 12:31:11,2022-09-22 12:31:11,Administrator
2450,242,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 12:31:11,2022-09-22 12:31:11,Administrator
2451,253,Evaluation of the governance of a E-Report Information System with COBIT 2019 Framework (case study: at Public High School),Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 12:32:15,2022-09-22 12:32:15,Administrator
2452,253,Evaluation of the governance of a E-Report Information System with COBIT 2019 Framework (case study: at Public High School),Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 12:32:15,2022-09-22 12:32:15,Administrator
2453,253,Evaluation of the governance of a E-Report Information System with COBIT 2019 Framework (case study: at Public High School),Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 12:32:15,2022-09-22 12:32:15,Administrator
2454,254,Development of 3D Tomography Image Reconstruction System to Determine Discontinuity Dimensions in Objects Using Digital Radiography (DR).,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 12:33:53,2022-09-22 12:33:53,Administrator
2455,254,Development of 3D Tomography Image Reconstruction System to Determine Discontinuity Dimensions in Objects Using Digital Radiography (DR).,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 12:33:53,2022-09-22 12:33:53,Administrator
2456,254,Development of 3D Tomography Image Reconstruction System to Determine Discontinuity Dimensions in Objects Using Digital Radiography (DR).,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 12:33:53,2022-09-22 12:33:53,Administrator
2457,193,The fitting of the Variance Gamma distribution through a visual approach and a formal test,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 14:56:23,2022-09-22 14:56:23,Administrator
2458,193,The fitting of the Variance Gamma distribution through a visual approach and a formal test,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 14:56:23,2022-09-22 14:56:23,Administrator
2459,193,The fitting of the Variance Gamma distribution through a visual approach and a formal test,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 14:56:23,2022-09-22 14:56:23,Administrator
2460,210,Covid-19 Cure Factors and Multivariable Hazard Function Using Multiple Periode Logit Model,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 14:57:55,2022-09-22 14:57:55,Administrator
2461,210,Covid-19 Cure Factors and Multivariable Hazard Function Using Multiple Periode Logit Model,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 14:57:55,2022-09-22 14:57:55,Administrator
2462,210,Covid-19 Cure Factors and Multivariable Hazard Function Using Multiple Periode Logit Model,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 14:57:55,2022-09-22 14:57:55,Administrator
2463,211,Application of Ordered Statistics to Lifetime Lamp With Exponential Distribution,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 16:03:20,2022-09-22 16:03:20,Administrator
2464,211,Application of Ordered Statistics to Lifetime Lamp With Exponential Distribution,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 16:03:20,2022-09-22 16:03:20,Administrator
2465,211,Application of Ordered Statistics to Lifetime Lamp With Exponential Distribution,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 16:03:20,2022-09-22 16:03:20,Administrator
2466,252,ON THE COMPARISON OF FUZZY CLUSTERWISE GENERALIZED STRUCTURED COMPONENT ANALYSIS AND PARTIAL LEAST SQUARE MODIFIED FUZZY CLUSTERING    IN UNCOVERING UNOBSERVED HETEROGENEITY,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 16:03:46,2022-09-22 16:03:46,Administrator
2467,252,ON THE COMPARISON OF FUZZY CLUSTERWISE GENERALIZED STRUCTURED COMPONENT ANALYSIS AND PARTIAL LEAST SQUARE MODIFIED FUZZY CLUSTERING    IN UNCOVERING UNOBSERVED HETEROGENEITY,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 16:03:46,2022-09-22 16:03:46,Administrator
2468,252,ON THE COMPARISON OF FUZZY CLUSTERWISE GENERALIZED STRUCTURED COMPONENT ANALYSIS AND PARTIAL LEAST SQUARE MODIFIED FUZZY CLUSTERING    IN UNCOVERING UNOBSERVED HETEROGENEITY,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 16:03:46,2022-09-22 16:03:46,Administrator
2469,257,Nonparametric Survival Analysis for Credit Scoring,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 16:04:40,2022-09-22 16:04:40,Administrator
2470,257,Nonparametric Survival Analysis for Credit Scoring,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 16:04:40,2022-09-22 16:04:40,Administrator
2471,257,Nonparametric Survival Analysis for Credit Scoring,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 16:04:40,2022-09-22 16:04:40,Administrator
2472,264,The Application of Gaussian Copula Regression For Exploring The Effect of weather to Covid-19 in Jakarta,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 16:05:08,2022-09-22 16:05:08,Administrator
2473,264,The Application of Gaussian Copula Regression For Exploring The Effect of weather to Covid-19 in Jakarta,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 16:05:08,2022-09-22 16:05:08,Administrator
2474,264,The Application of Gaussian Copula Regression For Exploring The Effect of weather to Covid-19 in Jakarta,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 16:05:08,2022-09-22 16:05:08,Administrator
2475,266,Implementation of Stochastic Volatility Model for risk assessment on Indonesian Stock Exchange,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 16:59:59,2022-09-22 16:59:59,Administrator
2476,266,Implementation of Stochastic Volatility Model for risk assessment on Indonesian Stock Exchange,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 16:59:59,2022-09-22 16:59:59,Administrator
2477,266,Implementation of Stochastic Volatility Model for risk assessment on Indonesian Stock Exchange,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 16:59:59,2022-09-22 16:59:59,Administrator
2478,280,Comparison between Value at Risk and Adjusted Expected Shortfall: A Numerical Analysis,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-22 17:00:50,2022-09-22 17:00:50,Administrator
2479,280,Comparison between Value at Risk and Adjusted Expected Shortfall: A Numerical Analysis,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-22 17:00:50,2022-09-22 17:00:50,Administrator
2480,280,Comparison between Value at Risk and Adjusted Expected Shortfall: A Numerical Analysis,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-22 17:00:50,2022-09-22 17:00:50,Administrator
2481,282,Turbulence Motion Detector Design for Study of Atmospheric Anomaly Identification as Natural Disaster Mitigation,Abstract was uploaded,2022-09-23 11:18:40,2022-09-23 11:18:40,Rahmat
2482,207,Data Mining Application for Clustering  Minimarket Sales Data Using K-Medoids,Plagiarism was uploaded,2022-09-23 11:30:27,2022-09-23 11:30:27,Mohamad Aryarafi Danendra
2483,282,Turbulence Motion Detector Design for Study of Atmospheric Anomaly Identification as Natural Disaster Mitigation,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-23 15:12:09,2022-09-23 15:12:09,Administrator
2484,282,Turbulence Motion Detector Design for Study of Atmospheric Anomaly Identification as Natural Disaster Mitigation,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-23 15:12:09,2022-09-23 15:12:09,Administrator
2485,282,Turbulence Motion Detector Design for Study of Atmospheric Anomaly Identification as Natural Disaster Mitigation,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-23 15:12:09,2022-09-23 15:12:09,Administrator
2486,283,Aminated Polyeugenol-Divinylbenzene as coating material on fabrics with stable antibacterial property,Abstract was uploaded,2022-09-23 20:32:46,2022-09-23 20:32:46,Nor
2487,283,Aminated,Abstract revision was uploaded,2022-09-23 20:57:52,2022-09-23 20:57:52,Nor Basid Adiwibawa Prasetya
2488,284,Isolation and Molecular Identification of microalgae isolated from Dieng Plateau using 16S rDNA marker ,Abstract was uploaded,2022-09-23 23:09:11,2022-09-23 23:09:11,Tia
2489,194,"Digital Analysis of Sentinel-2 Satellite Imagery for Depth Extraction in the Waters of Menjangan Besar Island, Karimunjawa",Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 09:46:06,2022-09-24 09:46:06,Administrator
2490,194,"Digital Analysis of Sentinel-2 Satellite Imagery for Depth Extraction in the Waters of Menjangan Besar Island, Karimunjawa",Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 09:46:06,2022-09-24 09:46:06,Administrator
2491,194,"Digital Analysis of Sentinel-2 Satellite Imagery for Depth Extraction in the Waters of Menjangan Besar Island, Karimunjawa",Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 09:46:06,2022-09-24 09:46:06,Administrator
2492,202,Testing of Total Phenol and Total Chlorophyll Ethanol Extract of Potato Leaves (Solanum tuberosum L.) After Application of Trichoderma sp.,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 10:28:38,2022-09-24 10:28:38,Administrator
2493,202,Testing of Total Phenol and Total Chlorophyll Ethanol Extract of Potato Leaves (Solanum tuberosum L.) After Application of Trichoderma sp.,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 10:28:38,2022-09-24 10:28:38,Administrator
2494,202,Testing of Total Phenol and Total Chlorophyll Ethanol Extract of Potato Leaves (Solanum tuberosum L.) After Application of Trichoderma sp.,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 10:28:38,2022-09-24 10:28:38,Administrator
2495,212,Application of Plant Growth Regulator (PGR) and Vitamin B1 on Root and Leave Tissue Growth of Rhizophora mucronata Lamk.,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 10:39:05,2022-09-24 10:39:05,Administrator
2496,212,Application of Plant Growth Regulator (PGR) and Vitamin B1 on Root and Leave Tissue Growth of Rhizophora mucronata Lamk.,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 10:39:05,2022-09-24 10:39:05,Administrator
2497,212,Application of Plant Growth Regulator (PGR) and Vitamin B1 on Root and Leave Tissue Growth of Rhizophora mucronata Lamk.,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 10:39:05,2022-09-24 10:39:05,Administrator
2498,213,The Effect of Packaging Materials on The Quality of Salak Pondoh (Salacca Zalacca (Gaertn.) Voss),Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 10:46:53,2022-09-24 10:46:53,Administrator
2499,213,The Effect of Packaging Materials on The Quality of Salak Pondoh (Salacca Zalacca (Gaertn.) Voss),Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 10:46:53,2022-09-24 10:46:53,Administrator
2500,213,The Effect of Packaging Materials on The Quality of Salak Pondoh (Salacca Zalacca (Gaertn.) Voss),Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 10:46:53,2022-09-24 10:46:53,Administrator
2501,214,Lipid profile of rat (Rattus norvegicus L.) hyperlipidemic after exposure ethanol extract of mahogany seeds  (Swietenia mahagoni),Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 10:50:47,2022-09-24 10:50:47,Administrator
2502,214,Lipid profile of rat (Rattus norvegicus L.) hyperlipidemic after exposure ethanol extract of mahogany seeds  (Swietenia mahagoni),Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 10:50:47,2022-09-24 10:50:47,Administrator
2503,214,Lipid profile of rat (Rattus norvegicus L.) hyperlipidemic after exposure ethanol extract of mahogany seeds  (Swietenia mahagoni),Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 10:50:47,2022-09-24 10:50:47,Administrator
2504,216,Synergy Effect of Indigenous Plant Growth Promoting Rhizobacteria (PGPR) and Trichoderma Increasing Potato Production in Medium Land  ,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 12:41:29,2022-09-24 12:41:29,Administrator
2505,216,Synergy Effect of Indigenous Plant Growth Promoting Rhizobacteria (PGPR) and Trichoderma Increasing Potato Production in Medium Land  ,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 12:41:29,2022-09-24 12:41:29,Administrator
2506,216,Synergy Effect of Indigenous Plant Growth Promoting Rhizobacteria (PGPR) and Trichoderma Increasing Potato Production in Medium Land  ,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 12:41:29,2022-09-24 12:41:29,Administrator
2507,220,The Effect Of Fermentation Time On The Protein Content And Bacterial Number Of Skipjack (Katsuwonus pelamis) Ina Sua,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 12:44:43,2022-09-24 12:44:43,Administrator
2508,220,The Effect Of Fermentation Time On The Protein Content And Bacterial Number Of Skipjack (Katsuwonus pelamis) Ina Sua,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 12:44:43,2022-09-24 12:44:43,Administrator
2509,220,The Effect Of Fermentation Time On The Protein Content And Bacterial Number Of Skipjack (Katsuwonus pelamis) Ina Sua,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 12:44:43,2022-09-24 12:44:43,Administrator
2510,222,Phylogenetic and Full-length Genome Mutation Analysis of SARS-CoV-2 in COVID-19 Samples from Intibios Lab in Semarang ,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 12:46:19,2022-09-24 12:46:19,Administrator
2511,222,Phylogenetic and Full-length Genome Mutation Analysis of SARS-CoV-2 in COVID-19 Samples from Intibios Lab in Semarang ,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 12:46:19,2022-09-24 12:46:19,Administrator
2512,222,Phylogenetic and Full-length Genome Mutation Analysis of SARS-CoV-2 in COVID-19 Samples from Intibios Lab in Semarang ,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 12:46:19,2022-09-24 12:46:19,Administrator
2513,224,"Antibacterial Activity of Patchouli Oil (Pogostemon cablin Benth.), Clove Oil (Syzygium aromaticum), and Lemongrass Oil (Cymbopogon citratus) Against Escherichia coli and Bacillus subtilis",Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 12:48:07,2022-09-24 12:48:07,Administrator
2514,224,"Antibacterial Activity of Patchouli Oil (Pogostemon cablin Benth.), Clove Oil (Syzygium aromaticum), and Lemongrass Oil (Cymbopogon citratus) Against Escherichia coli and Bacillus subtilis",Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 12:48:07,2022-09-24 12:48:07,Administrator
2515,224,"Antibacterial Activity of Patchouli Oil (Pogostemon cablin Benth.), Clove Oil (Syzygium aromaticum), and Lemongrass Oil (Cymbopogon citratus) Against Escherichia coli and Bacillus subtilis",Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 12:48:07,2022-09-24 12:48:07,Administrator
2516,225,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 12:49:35,2022-09-24 12:49:35,Administrator
2517,225,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 12:49:35,2022-09-24 12:49:35,Administrator
2518,225,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 12:49:35,2022-09-24 12:49:35,Administrator
2519,226,Report on Possible Contaminant Microbes on Chlorophyceae Cultures using TufA Marker Gene,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 13:10:30,2022-09-24 13:10:30,Administrator
2520,226,Report on Possible Contaminant Microbes on Chlorophyceae Cultures using TufA Marker Gene,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 13:10:30,2022-09-24 13:10:30,Administrator
2521,226,Report on Possible Contaminant Microbes on Chlorophyceae Cultures using TufA Marker Gene,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 13:10:30,2022-09-24 13:10:30,Administrator
2522,227,Isolation and identification of lactic acid bacteria from goat's milk and its antifungal ability against Colletotrichum sp.,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 13:12:43,2022-09-24 13:12:43,Administrator
2523,227,Isolation and identification of lactic acid bacteria from goat's milk and its antifungal ability against Colletotrichum sp.,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 13:12:43,2022-09-24 13:12:43,Administrator
2524,227,Isolation and identification of lactic acid bacteria from goat's milk and its antifungal ability against Colletotrichum sp.,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 13:12:43,2022-09-24 13:12:43,Administrator
2525,229,Impact of Growth Location on The Differentiation of Environment Drivers of Tannin Accumulation In Avicennia Marina,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 13:15:50,2022-09-24 13:15:50,Administrator
2526,229,Impact of Growth Location on The Differentiation of Environment Drivers of Tannin Accumulation In Avicennia Marina,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 13:15:50,2022-09-24 13:15:50,Administrator
2527,229,Impact of Growth Location on The Differentiation of Environment Drivers of Tannin Accumulation In Avicennia Marina,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 13:15:50,2022-09-24 13:15:50,Administrator
2528,238,A Preliminary Study on Pollination of Prunus sp in Cibodas Botanic Gardens,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 13:25:21,2022-09-24 13:25:21,Administrator
2529,238,A Preliminary Study on Pollination of Prunus sp in Cibodas Botanic Gardens,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 13:25:22,2022-09-24 13:25:22,Administrator
2530,238,A Preliminary Study on Pollination of Prunus sp in Cibodas Botanic Gardens,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 13:25:22,2022-09-24 13:25:22,Administrator
2531,241,"Plant Diversity in Mount Tujuh Forest, Kerinci Seblat National Park and Its Conservation Efforts",Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 13:27:35,2022-09-24 13:27:35,Administrator
2532,241,"Plant Diversity in Mount Tujuh Forest, Kerinci Seblat National Park and Its Conservation Efforts",Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 13:27:35,2022-09-24 13:27:35,Administrator
2533,241,"Plant Diversity in Mount Tujuh Forest, Kerinci Seblat National Park and Its Conservation Efforts",Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 13:27:35,2022-09-24 13:27:35,Administrator
2534,285,Integration of Six Sigma and Association Rule for Customer Complaint Provider by.U on Google Play Store Site,Abstract was uploaded,2022-09-24 13:38:12,2022-09-24 13:38:12,Nesti
2535,286,Chi-Square Feature Selection and Multinomial Naïve Bayes Algorithm for Tokopedia Customer Satisfaction Sentiment Analysis,Abstract was uploaded,2022-09-24 13:38:36,2022-09-24 13:38:36,Tri
2536,287,Microwave Enhanced Green Synthesis of Silver Nanoparticles using Aqueous Extract of Citrus Sinensis Peels,Abstract was uploaded,2022-09-24 14:14:17,2022-09-24 14:14:17,Tanty
2537,243,"Molecular Characterization Of The rbcL Gene Encoding The Protein RuBisCO, In Silico Analysis And Proximate Analysis In Potato (Solanum tuberosum L.) Exposed To Frost In The Dieng Mountains",Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 14:49:01,2022-09-24 14:49:01,Administrator
2538,243,"Molecular Characterization Of The rbcL Gene Encoding The Protein RuBisCO, In Silico Analysis And Proximate Analysis In Potato (Solanum tuberosum L.) Exposed To Frost In The Dieng Mountains",Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 14:49:01,2022-09-24 14:49:01,Administrator
2539,243,"Molecular Characterization Of The rbcL Gene Encoding The Protein RuBisCO, In Silico Analysis And Proximate Analysis In Potato (Solanum tuberosum L.) Exposed To Frost In The Dieng Mountains",Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 14:49:01,2022-09-24 14:49:01,Administrator
2540,255,The Potential Ability of Natural Products from rare Actinobacteria of genus Amycolaptosis as Antifungal: In Silico Approach,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 14:50:29,2022-09-24 14:50:29,Administrator
2541,255,The Potential Ability of Natural Products from rare Actinobacteria of genus Amycolaptosis as Antifungal: In Silico Approach,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 14:50:29,2022-09-24 14:50:29,Administrator
2542,255,The Potential Ability of Natural Products from rare Actinobacteria of genus Amycolaptosis as Antifungal: In Silico Approach,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 14:50:29,2022-09-24 14:50:29,Administrator
2543,270,Mung Bean Sprouts (Vigna radiata) Extract Potential as Nitrogen Source against the Growth of Saccharomyces cerevisiae in Bioethanol Production,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 14:51:51,2022-09-24 14:51:51,Administrator
2544,270,Mung Bean Sprouts (Vigna radiata) Extract Potential as Nitrogen Source against the Growth of Saccharomyces cerevisiae in Bioethanol Production,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 14:51:51,2022-09-24 14:51:51,Administrator
2545,270,Mung Bean Sprouts (Vigna radiata) Extract Potential as Nitrogen Source against the Growth of Saccharomyces cerevisiae in Bioethanol Production,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 14:51:51,2022-09-24 14:51:51,Administrator
2546,271,Antioxidant And Phytonutrient Activity In Spirulina Sp and Development of Its Use as Feed Additive in Peking Duck,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 14:54:06,2022-09-24 14:54:06,Administrator
2547,271,Antioxidant And Phytonutrient Activity In Spirulina Sp and Development of Its Use as Feed Additive in Peking Duck,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 14:54:06,2022-09-24 14:54:06,Administrator
2548,271,Antioxidant And Phytonutrient Activity In Spirulina Sp and Development of Its Use as Feed Additive in Peking Duck,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 14:54:06,2022-09-24 14:54:06,Administrator
2549,288,Preparation and Microstructure of  Ferromagnetic Barium Ferrite synthesized by mechanical milling route,Abstract was uploaded,2022-09-24 14:54:51,2022-09-24 14:54:51,priyono
2550,272,Production of Spirulina Extract Chitosan Nanoparticles as Feed Additive for Local Laying Ducks In Tegal,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 14:55:46,2022-09-24 14:55:46,Administrator
2551,272,Production of Spirulina Extract Chitosan Nanoparticles as Feed Additive for Local Laying Ducks In Tegal,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 14:55:46,2022-09-24 14:55:46,Administrator
2552,272,Production of Spirulina Extract Chitosan Nanoparticles as Feed Additive for Local Laying Ducks In Tegal,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 14:55:46,2022-09-24 14:55:46,Administrator
2553,276,Terrestrial Fern Species Diversity in Curug Lawe Waterfall Region Semarang District ,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 14:56:49,2022-09-24 14:56:49,Administrator
